# ROD Pose Export
# robot,name,x,y,z,qx,qy,qz,qw,action,j0,...
arm,Home,0.14999,0.204995,0.755013,0.707156,5.38029e-06,0.707057,-2.34315e-05,None,-0.438704,-0.0424975,-1.52586,-1.57233,2.70368,-1.57051
arm,Shell_Pick_Vor,0.149982,0.559844,0.303263,0.707206,-7.90784e-05,0.707008,-6.94938e-05,None,-0.218687,-0.711044,-1.82357,-0.607696,2.92336,-1.57097
arm,Shell_Pick,0.149982,0.559844,0.103263,0.707206,-7.90784e-05,0.707008,-6.94938e-05,Pick,-0.218561,-0.964829,-2.01875,-0.158714,2.92286,-1.57012
arm,Shell_Pick_Nach,0.150028,0.559919,0.303263,0.707514,0.000249882,0.706699,-0.000328997,None,-0.218604,-0.710742,-1.82406,-0.606677,2.92217,-1.57197
arm,Shell_Pick_Nach2,0.35015,0.559913,0.503224,0.000463221,-5.83087e-05,1,-0.000367535,None,-0.478484,-0.626737,-1.2735,-1.24122,2.66238,-0.000982521
arm,Shell_Pick_Nach3,0.550149,0.359951,0.503264,-0.706848,-0.000388206,0.707365,-0.000211181,None,-0.85854,-0.585102,-1.37672,-1.17939,2.28221,1.56978
arm,Shell_Place_Vor,0.599916,0.110018,0.308233,0.707215,0.00077244,-0.706998,-0.000204159,None,-1.21191,-0.667775,-1.96249,-0.507379,1.92889,1.56741
arm,Shell_Place,0.599967,0.109972,0.108332,-0.706411,-0.000620857,0.707801,0.000127887,Place,-1.21201,-0.950481,-2.17487,-0.0132136,1.92889,1.566
arm,Shell_Place_Nach,0.59996,0.110036,0.308284,-0.706913,-0.000412807,0.7073,0.000233382,None,-1.21194,-0.66809,-1.96122,-0.509677,1.92941,1.56781
arm,Innen_Pick_Vor,0.749536,0.609299,0.308258,-0.710583,-0.00328795,0.00421179,0.703593,None,-0.887423,-0.890545,-1.94833,1.26085,3.13471,2.2436
arm,Innen_Pick,0.749534,0.609297,0.213313,-0.710583,-0.00328795,0.00421179,0.703593,Pick,-0.887422,-1.02024,-2.00536,1.44757,3.13471,2.2436
arm,Innen_Pick_Nach,0.749442,0.609305,0.508244,-0.71092,-0.00350327,0.00447921,0.70325,None,-0.887273,-0.661779,-1.71112,0.794216,3.13401,2.24307
arm,Innen_Place_Vor,0.750495,0.159471,0.457776,-0.710664,-0.00310706,0.00475738,0.703508,None,-1.36001,-0.592947,-2.33809,1.35589,3.13216,1.77049
arm,Innen_Place,0.750495,0.159471,0.257776,-0.710664,-0.00310706,0.00475738,0.703508,Place,-1.36001,-1.01595,-2.65009,2.09089,3.13216,1.77049
arm,Innen_Place_Nach,0.750479,0.159478,0.457807,-0.710932,-0.0028673,0.00505948,0.703236,None,-1.35991,-0.592511,-2.33733,1.35379,3.13157,1.7705
arm,Toaster_Pick_Vor,0.599844,0.110063,0.308248,-0.707,-0.00125736,0.707213,0.000248374,None,-1.21176,-0.66719,-1.96425,-0.504061,1.92841,1.5648
arm,Toaster_Pick,0.599947,0.109945,0.108242,-0.706125,-0.00126229,0.708086,0.000129448,Pick,-1.21198,-0.950444,-2.17741,-0.00809939,1.92802,1.56275
arm,Toaster_Pick_Nach,0.599842,0.11002,0.308189,0.70722,0.000904498,-0.706993,-0.000148074,None,-1.21185,-0.667691,-1.96303,-0.506612,1.92868,1.56714
arm,Toaster_Pick_Nach2,0.729906,0.0100855,0.608127,-6.80924e-05,-0.000774973,1,-0.000606781,None,-1.40105,-0.566951,-1.08103,-1.48436,1.73934,-0.00898235
arm,Toaster_Pick_Nach3,0.857413,-0.288414,0.518369,0.722833,0.0539848,0.688558,-0.0220578,None,-1.77411,-0.714145,-1.02441,-1.26552,1.25597,-1.7525
arm,Toaster_Place_Vor,0.902432,-0.33675,0.294207,0.720637,0.0161729,0.692673,0.0250135,None,-1.81163,-0.888509,-1.30922,-0.691918,1.33412,-1.85523
arm,Toaster_Place,0.902432,-0.33675,0.0942072,0.720637,0.0161729,0.692673,0.0250135,Place,-1.81163,-1.07643,-1.4756,-0.337614,1.33412,-1.85523
arm,Toaster_Place_Nach,0.902432,-0.33675,0.294207,0.720637,0.0161729,0.692673,0.0250135,None,-1.81163,-0.888509,-1.30922,-0.691918,1.33412,-1.85523
arm,Toaster_Place_Nach2,0.729929,0.0100706,0.608081,-8.44334e-05,-0.00102091,0.999999,-0.00108029,Reset,-1.40105,-0.565675,-1.08397,-1.47969,1.7384,-0.0119074
scara,Screw,-0.908559,0.39672,0.389504,-0.286882,0.957966,3.71015e-06,-8.29387e-07,Screw,1.63273,1.19707,-0.240497,2.82988
